Variation,v_ego,v_target,t_cut_in,t_cut_out,y_cut_in,R_cut_in
8732,33.4,10,2.67,1.2,3.12,3.74
8735,33.4,10,2.67,1.2,3.12,6.5
8742,33.4,10,2.67,1.2,3.4,1.9
8766,33.4,10,2.67,1.3,3.12,1.9
8777,33.4,10,2.67,1.3,3.26,6.5
8788,33.4,10,2.67,1.4,2.7,5.58
8807,33.4,10,2.67,1.4,3.12,6.5
8815,33.4,10,2.67,1.4,3.4,2.82
8852,33.4,10,2.67,1.5,3.4,3.74
8870,33.4,10,3,1,2.98,3.74
8886,33.4,10,3,1,3.4,1.9
8896,33.4,10,3,1.1,2.7,5.58
8902,33.4,10,3,1.1,2.84,5.58
8931,33.4,10,3,1.2,2.7,4.66
8948,33.4,10,3,1.2,3.12,3.74
8981,33.4,10,3,1.3,2.98,6.5
8984,33.4,10,3,1.3,3.12,3.74
9035,33.4,10,3,1.4,3.4,6.5
9037,33.4,10,3,1.5,2.7,2.82
9065,33.4,10,3,1.5,3.26,6.5
9069,33.4,10,3,1.5,3.4,4.66
9095,33.4,25.6,1.35,1,3.12,6.5
9098,33.4,25.6,1.35,1,3.26,3.74
9099,33.4,25.6,1.35,1,3.26,4.66
9141,33.4,25.6,1.35,1.1,3.4,4.66
9144,33.4,25.6,1.35,1.2,2.7,1.9
9145,33.4,25.6,1.35,1.2,2.7,2.82
9157,33.4,25.6,1.35,1.2,2.98,2.82
9158,33.4,25.6,1.35,1.2,2.98,3.74
9176,33.4,25.6,1.35,1.2,3.4,3.74
9179,33.4,25.6,1.35,1.2,3.4,6.5
9181,33.4,25.6,1.35,1.3,2.7,2.82
9211,33.4,25.6,1.35,1.3,3.4,2.82
9226,33.4,25.6,1.35,1.4,2.84,5.58
9237,33.4,25.6,1.35,1.4,3.12,4.66
9250,33.4,25.6,1.35,1.4,3.4,5.58
9251,33.4,25.6,1.35,1.4,3.4,6.5
9288,33.4,25.6,1.68,1,2.7,1.9
9327,33.4,25.6,1.68,1.1,2.7,4.66
9337,33.4,25.6,1.68,1.1,2.98,2.82
9342,33.4,25.6,1.68,1.1,3.12,1.9
9346,33.4,25.6,1.68,1.1,3.12,5.58
9389,33.4,25.6,1.68,1.2,3.26,6.5
9402,33.4,25.6,1.68,1.3,2.84,1.9
9414,33.4,25.6,1.68,1.3,3.12,1.9
9417,33.4,25.6,1.68,1.3,3.12,4.66
9449,33.4,25.6,1.68,1.4,2.98,6.5
9466,33.4,25.6,1.68,1.4,3.4,5.58
9468,33.4,25.6,1.68,1.5,2.7,1.9
9482,33.4,25.6,1.68,1.5,2.98,3.74
9493,33.4,25.6,1.68,1.5,3.26,2.82
9498,33.4,25.6,1.68,1.5,3.4,1.9
9533,33.4,25.6,2.01,1,3.26,6.5
9534,33.4,25.6,2.01,1,3.4,1.9
9539,33.4,25.6,2.01,1,3.4,6.5
9540,33.4,25.6,2.01,1.1,2.7,1.9
9605,33.4,25.6,2.01,1.2,3.26,6.5
9610,33.4,25.6,2.01,1.2,3.4,5.58
9629,33.4,25.6,2.01,1.3,2.98,6.5
9664,33.4,25.6,2.01,1.4,2.98,5.58
9685,33.4,25.6,2.01,1.5,2.7,2.82
9690,33.4,25.6,2.01,1.5,2.84,1.9
9727,33.4,25.6,2.34,1,2.84,2.82
9761,33.4,25.6,2.34,1.1,2.7,6.5
9788,33.4,25.6,2.34,1.1,3.4,3.74
9795,33.4,25.6,2.34,1.2,2.7,4.66
9829,33.4,25.6,2.34,1.3,2.7,2.82
9832,33.4,25.6,2.34,1.3,2.7,5.58
9866,33.4,25.6,2.34,1.4,2.7,3.74
9874,33.4,25.6,2.34,1.4,2.84,5.58
9877,33.4,25.6,2.34,1.4,2.98,2.82
9885,33.4,25.6,2.34,1.4,3.12,4.66
9901,33.4,25.6,2.34,1.5,2.7,2.82
9917,33.4,25.6,2.34,1.5,2.98,6.5
9918,33.4,25.6,2.34,1.5,3.12,1.9
9925,33.4,25.6,2.34,1.5,3.26,2.82
9933,33.4,25.6,2.34,1.5,3.4,4.66
9956,33.4,25.6,2.67,1,3.12,3.74
9984,33.4,25.6,2.67,1.1,2.98,1.9
9990,33.4,25.6,2.67,1.1,3.12,1.9
10022,33.4,25.6,2.67,1.2,2.98,3.74
10048,33.4,25.6,2.67,1.3,2.7,5.58
10109,33.4,25.6,2.67,1.4,3.26,6.5
10120,33.4,25.6,2.67,1.5,2.7,5.58
10125,33.4,25.6,2.67,1.5,2.84,4.66
10143,33.4,25.6,2.67,1.5,3.26,4.66
10156,33.4,25.6,3,1,2.7,5.58
10181,33.4,25.6,3,1,3.26,6.5
10201,33.4,25.6,3,1.1,2.98,2.82
10232,33.4,25.6,3,1.2,2.84,3.74
10248,33.4,25.6,3,1.2,3.26,1.9
10250,33.4,25.6,3,1.2,3.26,3.74
10251,33.4,25.6,3,1.2,3.26,4.66
10255,33.4,25.6,3,1.2,3.4,2.82
10274,33.4,25.6,3,1.3,2.98,3.74
10280,33.4,25.6,3,1.3,3.12,3.74
10316,33.4,25.6,3,1.4,3.12,3.74
10338,33.4,25.6,3,1.5,2.84,1.9
10361,33.4,25.6,3,1.5,3.26,6.5
10393,33.4,41.2,1.35,1,3.26,2.82
10418,33.4,41.2,1.35,1.1,2.98,3.74
10423,33.4,41.2,1.35,1.1,3.12,2.82
10440,33.4,41.2,1.35,1.2,2.7,1.9
10441,33.4,41.2,1.35,1.2,2.7,2.82
10464,33.4,41.2,1.35,1.2,3.26,1.9
10470,33.4,41.2,1.35,1.2,3.4,1.9
10475,33.4,41.2,1.35,1.2,3.4,6.5
10478,33.4,41.2,1.35,1.3,2.7,3.74
10482,33.4,41.2,1.35,1.3,2.84,1.9
10498,33.4,41.2,1.35,1.3,3.12,5.58
10500,33.4,41.2,1.35,1.3,3.26,1.9
10511,33.4,41.2,1.35,1.3,3.4,6.5
10522,33.4,41.2,1.35,1.4,2.84,5.58
10524,33.4,41.2,1.35,1.4,2.98,1.9
10560,33.4,41.2,1.35,1.5,2.98,1.9
10571,33.4,41.2,1.35,1.5,3.12,6.5
10573,33.4,41.2,1.35,1.5,3.26,2.82
10583,33.4,41.2,1.35,1.5,3.4,6.5
10601,33.4,41.2,1.68,1,2.98,6.5
10607,33.4,41.2,1.68,1,3.12,6.5
10619,33.4,41.2,1.68,1,3.4,6.5
10626,33.4,41.2,1.68,1.1,2.84,1.9
10638,33.4,41.2,1.68,1.1,3.12,1.9
10652,33.4,41.2,1.68,1.1,3.4,3.74
10683,33.4,41.2,1.68,1.2,3.26,4.66
10698,33.4,41.2,1.68,1.3,2.84,1.9
10699,33.4,41.2,1.68,1.3,2.84,2.82
10700,33.4,41.2,1.68,1.3,2.84,3.74
10703,33.4,41.2,1.68,1.3,2.84,6.5
10719,33.4,41.2,1.68,1.3,3.26,4.66
10735,33.4,41.2,1.68,1.4,2.84,2.82
10744,33.4,41.2,1.68,1.4,2.98,5.58
10769,33.4,41.2,1.68,1.5,2.7,6.5
10773,33.4,41.2,1.68,1.5,2.84,4.66
10783,33.4,41.2,1.68,1.5,3.12,2.82
10809,33.4,41.2,2.01,1,2.84,4.66
10815,33.4,41.2,2.01,1,2.98,4.66
10865,33.4,41.2,2.01,1.1,3.26,6.5
10876,33.4,41.2,2.01,1.2,2.7,5.58
10878,33.4,41.2,2.01,1.2,2.84,1.9
10898,33.4,41.2,2.01,1.2,3.26,3.74
10914,33.4,41.2,2.01,1.3,2.84,1.9
10946,33.4,41.2,2.01,1.4,2.7,3.74
10974,33.4,41.2,2.01,1.4,3.4,1.9
10978,33.4,41.2,2.01,1.4,3.4,5.58
10982,33.4,41.2,2.01,1.5,2.7,3.74
10988,33.4,41.2,2.01,1.5,2.84,3.74
11024,33.4,41.2,2.34,1,2.84,3.74
11026,33.4,41.2,2.34,1,2.84,5.58
11038,33.4,41.2,2.34,1,3.12,5.58
11071,33.4,41.2,2.34,1.1,3.12,2.82
11076,33.4,41.2,2.34,1.1,3.26,1.9
11083,33.4,41.2,2.34,1.1,3.4,2.82
11106,33.4,41.2,2.34,1.2,3.12,1.9
11118,33.4,41.2,2.34,1.2,3.4,1.9
11121,33.4,41.2,2.34,1.2,3.4,4.66
11134,33.4,41.2,2.34,1.3,2.84,5.58
11163,33.4,41.2,2.34,1.4,2.7,4.66
11180,33.4,41.2,2.34,1.4,3.12,3.74
11185,33.4,41.2,2.34,1.4,3.26,2.82
11198,33.4,41.2,2.34,1.5,2.7,3.74
11208,33.4,41.2,2.34,1.5,2.98,1.9
11210,33.4,41.2,2.34,1.5,2.98,3.74
11215,33.4,41.2,2.34,1.5,3.12,2.82
11224,33.4,41.2,2.34,1.5,3.26,5.58
11234,33.4,41.2,2.67,1,2.7,3.74
11260,33.4,41.2,2.67,1,3.26,5.58
11263,33.4,41.2,2.67,1,3.4,2.82
11270,33.4,41.2,2.67,1.1,2.7,3.74
11300,33.4,41.2,2.67,1.1,3.4,3.74
11301,33.4,41.2,2.67,1.1,3.4,4.66
11309,33.4,41.2,2.67,1.2,2.7,6.5
11326,33.4,41.2,2.67,1.2,3.12,5.58
11330,33.4,41.2,2.67,1.2,3.26,3.74
11334,33.4,41.2,2.67,1.2,3.4,1.9
11338,33.4,41.2,2.67,1.2,3.4,5.58
11346,33.4,41.2,2.67,1.3,2.84,1.9
11372,33.4,41.2,2.67,1.3,3.4,3.74
11382,33.4,41.2,2.67,1.4,2.84,1.9
11386,33.4,41.2,2.67,1.4,2.84,5.58
11401,33.4,41.2,2.67,1.4,3.26,2.82
11405,33.4,41.2,2.67,1.4,3.26,6.5
11418,33.4,41.2,2.67,1.5,2.84,1.9
11440,33.4,41.2,2.67,1.5,3.26,5.58
11441,33.4,41.2,2.67,1.5,3.26,6.5
11452,33.4,41.2,3,1,2.7,5.58
11461,33.4,41.2,3,1,2.98,2.82
11462,33.4,41.2,3,1,2.98,3.74
11477,33.4,41.2,3,1,3.26,6.5
11493,33.4,41.2,3,1.1,2.84,4.66
11515,33.4,41.2,3,1.1,3.4,2.82
11524,33.4,41.2,3,1.2,2.7,5.58
11527,33.4,41.2,3,1.2,2.84,2.82
11531,33.4,41.2,3,1.2,2.84,6.5
11579,33.4,41.2,3,1.3,3.12,6.5
11586,33.4,41.2,3,1.3,3.4,1.9
11589,33.4,41.2,3,1.3,3.4,4.66
11618,33.4,41.2,3,1.4,3.26,3.74
11637,33.4,41.2,3,1.5,2.84,4.66
11680,33.4,56.8,1.35,1,2.98,5.58
11717,33.4,56.8,1.35,1.1,2.98,6.5
11718,33.4,56.8,1.35,1.1,3.12,1.9
11736,33.4,56.8,1.35,1.2,2.7,1.9
11740,33.4,56.8,1.35,1.2,2.7,5.58
11775,33.4,56.8,1.35,1.3,2.7,4.66
11791,33.4,56.8,1.35,1.3,3.12,2.82
11797,33.4,56.8,1.35,1.3,3.26,2.82
11814,33.4,56.8,1.35,1.4,2.84,1.9
11848,33.4,56.8,1.35,1.5,2.7,5.58
11854,33.4,56.8,1.35,1.5,2.84,5.58
11859,33.4,56.8,1.35,1.5,2.98,4.66
11873,33.4,56.8,1.35,1.5,3.26,6.5
11886,33.4,56.8,1.68,1,2.84,1.9
11924,33.4,56.8,1.68,1.1,2.84,3.74
11941,33.4,56.8,1.68,1.1,3.26,2.82
11970,33.4,56.8,1.68,1.2,3.12,1.9
12009,33.4,56.8,1.68,1.3,3.12,4.66
12010,33.4,56.8,1.68,1.3,3.12,5.58
12018,33.4,56.8,1.68,1.3,3.4,1.9
12020,33.4,56.8,1.68,1.3,3.4,3.74
12025,33.4,56.8,1.68,1.4,2.7,2.82
12048,33.4,56.8,1.68,1.4,3.26,1.9
12049,33.4,56.8,1.68,1.4,3.26,2.82
12057,33.4,56.8,1.68,1.4,3.4,4.66
12079,33.4,56.8,1.68,1.5,3.12,2.82
12089,33.4,56.8,1.68,1.5,3.26,6.5
12108,33.4,56.8,2.01,1,2.98,1.9
12118,33.4,56.8,2.01,1,3.12,5.58
12132,33.4,56.8,2.01,1.1,2.7,1.9
12136,33.4,56.8,2.01,1.1,2.7,5.58
12151,33.4,56.8,2.01,1.1,3.12,2.82
12154,33.4,56.8,2.01,1.1,3.12,5.58
12168,33.4,56.8,2.01,1.2,2.7,1.9
12188,33.4,56.8,2.01,1.2,3.12,3.74
12197,33.4,56.8,2.01,1.2,3.26,6.5
12205,33.4,56.8,2.01,1.3,2.7,2.82
12209,33.4,56.8,2.01,1.3,2.7,6.5
12211,33.4,56.8,2.01,1.3,2.84,2.82
12225,33.4,56.8,2.01,1.3,3.12,4.66
12259,33.4,56.8,2.01,1.4,3.12,2.82
12265,33.4,56.8,2.01,1.4,3.26,2.82
12267,33.4,56.8,2.01,1.4,3.26,4.66
12268,33.4,56.8,2.01,1.4,3.26,5.58
12271,33.4,56.8,2.01,1.4,3.4,2.82
12285,33.4,56.8,2.01,1.5,2.84,4.66
12302,33.4,56.8,2.01,1.5,3.26,3.74
12303,33.4,56.8,2.01,1.5,3.26,4.66
12318,33.4,56.8,2.34,1,2.84,1.9
12319,33.4,56.8,2.34,1,2.84,2.82
12330,33.4,56.8,2.34,1,3.12,1.9
12343,33.4,56.8,2.34,1,3.4,2.82
12376,33.4,56.8,2.34,1.1,3.26,5.58
12385,33.4,56.8,2.34,1.2,2.7,2.82
12388,33.4,56.8,2.34,1.2,2.7,5.58
12389,33.4,56.8,2.34,1.2,2.7,6.5
12433,33.4,56.8,2.34,1.3,2.98,2.82
12440,33.4,56.8,2.34,1.3,3.12,3.74
12442,33.4,56.8,2.34,1.3,3.12,5.58
12451,33.4,56.8,2.34,1.3,3.4,2.82
12460,33.4,56.8,2.34,1.4,2.7,5.58
12462,33.4,56.8,2.34,1.4,2.84,1.9
12470,33.4,56.8,2.34,1.4,2.98,3.74
12484,33.4,56.8,2.34,1.4,3.26,5.58
12501,33.4,56.8,2.34,1.5,2.84,4.66
12513,33.4,56.8,2.34,1.5,3.12,4.66
12525,33.4,56.8,2.34,1.5,3.4,4.66
12527,33.4,56.8,2.34,1.5,3.4,6.5
12531,33.4,56.8,2.67,1,2.7,4.66
12541,33.4,56.8,2.67,1,2.98,2.82
12543,33.4,56.8,2.67,1,2.98,4.66
12546,33.4,56.8,2.67,1,3.12,1.9
12569,33.4,56.8,2.67,1.1,2.7,6.5
12573,33.4,56.8,2.67,1.1,2.84,4.66
12581,33.4,56.8,2.67,1.1,2.98,6.5
12586,33.4,56.8,2.67,1.1,3.12,5.58
12591,33.4,56.8,2.67,1.1,3.26,4.66
12615,33.4,56.8,2.67,1.2,2.98,4.66
12623,33.4,56.8,2.67,1.2,3.12,6.5
12627,33.4,56.8,2.67,1.2,3.26,4.66
12641,33.4,56.8,2.67,1.3,2.7,6.5
12648,33.4,56.8,2.67,1.3,2.98,1.9
12657,33.4,56.8,2.67,1.3,3.12,4.66
12689,33.4,56.8,2.67,1.4,2.98,6.5
12697,33.4,56.8,2.67,1.4,3.26,2.82
12699,33.4,56.8,2.67,1.4,3.26,4.66
12705,33.4,56.8,2.67,1.4,3.4,4.66
12723,33.4,56.8,2.67,1.5,2.98,4.66
12749,33.4,56.8,3,1,2.7,6.5
12760,33.4,56.8,3,1,2.98,5.58
12761,33.4,56.8,3,1,2.98,6.5
12788,33.4,56.8,3,1.1,2.84,3.74
12799,33.4,56.8,3,1.1,3.12,2.82
12815,33.4,56.8,3,1.1,3.4,6.5
12834,33.4,56.8,3,1.2,3.12,1.9
12842,33.4,56.8,3,1.2,3.26,3.74
12848,33.4,56.8,3,1.2,3.4,3.74
12865,33.4,56.8,3,1.3,2.98,2.82
12870,33.4,56.8,3,1.3,3.12,1.9
12892,33.4,56.8,3,1.4,2.7,5.58
12896,33.4,56.8,3,1.4,2.84,3.74
12907,33.4,56.8,3,1.4,3.12,2.82
12943,33.4,56.8,3,1.5,3.12,2.82
12945,33.4,56.8,3,1.5,3.12,4.66
12959,33.4,56.8,3,1.5,3.4,6.5
12962,33.4,72.4,1.35,1,2.7,3.74
12981,33.4,72.4,1.35,1,3.12,4.66
13018,33.4,72.4,1.35,1.1,3.12,5.58
13067,33.4,72.4,1.35,1.2,3.4,6.5
13071,33.4,72.4,1.35,1.3,2.7,4.66
13075,33.4,72.4,1.35,1.3,2.84,2.82
13087,33.4,72.4,1.35,1.3,3.12,2.82
13096,33.4,72.4,1.35,1.3,3.26,5.58
13101,33.4,72.4,1.35,1.3,3.4,4.66
13125,33.4,72.4,1.35,1.4,3.12,4.66
13126,33.4,72.4,1.35,1.4,3.12,5.58
13130,33.4,72.4,1.35,1.4,3.26,3.74
13131,33.4,72.4,1.35,1.4,3.26,4.66
13145,33.4,72.4,1.35,1.5,2.7,6.5
13151,33.4,72.4,1.35,1.5,2.84,6.5
13164,33.4,72.4,1.35,1.5,3.26,1.9
13173,33.4,72.4,1.35,1.5,3.4,4.66
13176,33.4,72.4,1.68,1,2.7,1.9
13189,33.4,72.4,1.68,1,2.98,2.82
13194,33.4,72.4,1.68,1,3.12,1.9
13230,33.4,72.4,1.68,1.1,3.12,1.9
13238,33.4,72.4,1.68,1.1,3.26,3.74
13250,33.4,72.4,1.68,1.2,2.7,3.74
13266,33.4,72.4,1.68,1.2,3.12,1.9
13268,33.4,72.4,1.68,1.2,3.12,3.74
13273,33.4,72.4,1.68,1.2,3.26,2.82
13294,33.4,72.4,1.68,1.3,2.84,5.58
13295,33.4,72.4,1.68,1.3,2.84,6.5
13313,33.4,72.4,1.68,1.3,3.26,6.5
13326,33.4,72.4,1.68,1.4,2.84,1.9
13333,33.4,72.4,1.68,1.4,2.98,2.82
13336,33.4,72.4,1.68,1.4,2.98,5.58
13353,33.4,72.4,1.68,1.4,3.4,4.66
13361,33.4,72.4,1.68,1.5,2.7,6.5
13377,33.4,72.4,1.68,1.5,3.12,4.66
13379,33.4,72.4,1.68,1.5,3.12,6.5
13402,33.4,72.4,2.01,1,2.84,5.58
13408,33.4,72.4,2.01,1,2.98,5.58
13423,33.4,72.4,2.01,1,3.4,2.82
13432,33.4,72.4,2.01,1.1,2.7,5.58
13454,33.4,72.4,2.01,1.1,3.26,3.74
13466,33.4,72.4,2.01,1.2,2.7,3.74
13480,33.4,72.4,2.01,1.2,2.98,5.58
13527,33.4,72.4,2.01,1.3,3.26,4.66
13551,33.4,72.4,2.01,1.4,2.98,4.66
13564,33.4,72.4,2.01,1.4,3.26,5.58
13584,33.4,72.4,2.01,1.5,2.98,1.9
13598,33.4,72.4,2.01,1.5,3.26,3.74
13601,33.4,72.4,2.01,1.5,3.26,6.5
13617,33.4,72.4,2.34,1,2.84,4.66
13619,33.4,72.4,2.34,1,2.84,6.5
13648,33.4,72.4,2.34,1.1,2.7,5.58
13697,33.4,72.4,2.34,1.2,2.98,6.5
13739,33.4,72.4,2.34,1.3,3.12,6.5
13749,33.4,72.4,2.34,1.3,3.4,4.66
13757,33.4,72.4,2.34,1.4,2.7,6.5
13762,33.4,72.4,2.34,1.4,2.84,5.58
13777,33.4,72.4,2.34,1.4,3.26,2.82
13789,33.4,72.4,2.34,1.5,2.7,2.82
13797,33.4,72.4,2.34,1.5,2.84,4.66
13814,33.4,72.4,2.34,1.5,3.26,3.74
13849,33.4,72.4,2.67,1,3.26,2.82
13868,33.4,72.4,2.67,1.1,2.84,3.74
13876,33.4,72.4,2.67,1.1,2.98,5.58
13883,33.4,72.4,2.67,1.1,3.12,6.5
13890,33.4,72.4,2.67,1.1,3.4,1.9
13904,33.4,72.4,2.67,1.2,2.84,3.74
13933,33.4,72.4,2.67,1.3,2.7,2.82
13947,33.4,72.4,2.67,1.3,2.98,4.66
13948,33.4,72.4,2.67,1.3,2.98,5.58
13957,33.4,72.4,2.67,1.3,3.26,2.82
13958,33.4,72.4,2.67,1.3,3.26,3.74
13964,33.4,72.4,2.67,1.3,3.4,3.74
13978,33.4,72.4,2.67,1.4,2.84,5.58
13980,33.4,72.4,2.67,1.4,2.98,1.9
14006,33.4,72.4,2.67,1.5,2.7,3.74
14013,33.4,72.4,2.67,1.5,2.84,4.66
14025,33.4,72.4,2.67,1.5,3.12,4.66
14027,33.4,72.4,2.67,1.5,3.12,6.5
14058,33.4,72.4,3,1,3.12,1.9
14094,33.4,72.4,3,1.1,3.12,1.9
14098,33.4,72.4,3,1.1,3.12,5.58
14107,33.4,72.4,3,1.1,3.4,2.82
14114,33.4,72.4,3,1.2,2.7,3.74
14119,33.4,72.4,3,1.2,2.84,2.82
14131,33.4,72.4,3,1.2,3.12,2.82
14134,33.4,72.4,3,1.2,3.12,5.58
14140,33.4,72.4,3,1.2,3.26,5.58
14155,33.4,72.4,3,1.3,2.84,2.82
14178,33.4,72.4,3,1.3,3.4,1.9
14194,33.4,72.4,3,1.4,2.84,5.58
14214,33.4,72.4,3,1.4,3.4,1.9
14253,33.4,72.4,3,1.5,3.4,4.66
14262,33.4,88,1.35,1,2.84,1.9
14275,33.4,88,1.35,1,3.12,2.82
14301,33.4,88,1.35,1.1,2.84,4.66
14302,33.4,88,1.35,1.1,2.84,5.58
14319,33.4,88,1.35,1.1,3.26,4.66
14376,33.4,88,1.35,1.3,2.98,1.9
14379,33.4,88,1.35,1.3,2.98,4.66
14395,33.4,88,1.35,1.3,3.4,2.82
14400,33.4,88,1.35,1.4,2.7,1.9
14406,33.4,88,1.35,1.4,2.84,1.9
14410,33.4,88,1.35,1.4,2.84,5.58
14423,33.4,88,1.35,1.4,3.12,6.5
14429,33.4,88,1.35,1.4,3.26,6.5
14445,33.4,88,1.35,1.5,2.84,4.66
14451,33.4,88,1.35,1.5,2.98,4.66
14471,33.4,88,1.35,1.5,3.4,6.5
14496,33.4,88,1.68,1,3.26,1.9
14515,33.4,88,1.68,1.1,2.84,2.82
14516,33.4,88,1.68,1.1,2.84,3.74
14531,33.4,88,1.68,1.1,3.12,6.5
14571,33.4,88,1.68,1.2,3.26,4.66
14573,33.4,88,1.68,1.2,3.26,6.5
14608,33.4,88,1.68,1.3,3.26,5.58
14614,33.4,88,1.68,1.3,3.4,5.58
14615,33.4,88,1.68,1.3,3.4,6.5
14648,33.4,88,1.68,1.4,3.4,3.74
14674,33.4,88,1.68,1.5,3.12,5.58
14698,33.4,88,2.01,1,2.84,5.58
14711,33.4,88,2.01,1,3.12,6.5
14722,33.4,88,2.01,1,3.4,5.58
14731,33.4,88,2.01,1.1,2.84,2.82
14734,33.4,88,2.01,1.1,2.84,5.58
14744,33.4,88,2.01,1.1,3.12,3.74
14765,33.4,88,2.01,1.2,2.7,6.5
14772,33.4,88,2.01,1.2,2.98,1.9
14773,33.4,88,2.01,1.2,2.98,2.82
14781,33.4,88,2.01,1.2,3.12,4.66
14798,33.4,88,2.01,1.3,2.7,3.74
14806,33.4,88,2.01,1.3,2.84,5.58
14808,33.4,88,2.01,1.3,2.98,1.9
14820,33.4,88,2.01,1.3,3.26,1.9
14840,33.4,88,2.01,1.4,2.84,3.74
14848,33.4,88,2.01,1.4,2.98,5.58
14860,33.4,88,2.01,1.4,3.26,5.58
14863,33.4,88,2.01,1.4,3.4,2.82
14872,33.4,88,2.01,1.5,2.7,5.58
14874,33.4,88,2.01,1.5,2.84,1.9
14875,33.4,88,2.01,1.5,2.84,2.82
14879,33.4,88,2.01,1.5,2.84,6.5
14902,33.4,88,2.01,1.5,3.4,5.58
14911,33.4,88,2.34,1,2.84,2.82
14950,33.4,88,2.34,1.1,2.84,5.58
14962,33.4,88,2.34,1.1,3.12,5.58
14996,33.4,88,2.34,1.2,3.12,3.74
15005,33.4,88,2.34,1.2,3.26,6.5
15037,33.4,88,2.34,1.3,3.26,2.82
15038,33.4,88,2.34,1.3,3.26,3.74
15049,33.4,88,2.34,1.4,2.7,2.82
15059,33.4,88,2.34,1.4,2.84,6.5
15066,33.4,88,2.34,1.4,3.12,1.9
15075,33.4,88,2.34,1.4,3.26,4.66
15095,33.4,88,2.34,1.5,2.84,6.5
15117,33.4,88,2.34,1.5,3.4,4.66
15176,33.4,88,2.67,1.1,3.12,3.74
15187,33.4,88,2.67,1.1,3.4,2.82
15219,33.4,88,2.67,1.2,3.26,4.66
15225,33.4,88,2.67,1.2,3.4,4.66
15236,33.4,88,2.67,1.3,2.84,3.74
15238,33.4,88,2.67,1.3,2.84,5.58
15241,33.4,88,2.67,1.3,2.98,2.82
15242,33.4,88,2.67,1.3,2.98,3.74
15246,33.4,88,2.67,1.3,3.12,1.9
15249,33.4,88,2.67,1.3,3.12,4.66
15260,33.4,88,2.67,1.3,3.4,3.74
15261,33.4,88,2.67,1.3,3.4,4.66
15267,33.4,88,2.67,1.4,2.7,4.66
15270,33.4,88,2.67,1.4,2.84,1.9
15285,33.4,88,2.67,1.4,3.12,4.66
15318,33.4,88,2.67,1.5,3.12,1.9
15320,33.4,88,2.67,1.5,3.12,3.74
15323,33.4,88,2.67,1.5,3.12,6.5
15349,33.4,88,3,1,2.98,2.82
15364,33.4,88,3,1,3.26,5.58
15403,33.4,88,3,1.1,3.4,2.82
15411,33.4,88,3,1.2,2.7,4.66
15441,33.4,88,3,1.2,3.4,4.66
15456,33.4,88,3,1.3,2.98,1.9
15467,33.4,88,3,1.3,3.12,6.5
15480,33.4,88,3,1.4,2.7,1.9
15492,33.4,88,3,1.4,2.98,1.9
15514,33.4,88,3,1.4,3.4,5.58
15515,33.4,88,3,1.4,3.4,6.5
15531,33.4,88,3,1.5,2.98,4.66
15554,44.8,10,1.35,1,2.7,3.74
15581,44.8,10,1.35,1,3.26,6.5
15583,44.8,10,1.35,1,3.4,2.82
15610,44.8,10,1.35,1.1,3.12,5.58
15613,44.8,10,1.35,1.1,3.26,2.82
15626,44.8,10,1.35,1.2,2.7,3.74
15631,44.8,10,1.35,1.2,2.84,2.82
15646,44.8,10,1.35,1.2,3.12,5.58
15650,44.8,10,1.35,1.2,3.26,3.74
15668,44.8,10,1.35,1.3,2.84,3.74
15678,44.8,10,1.35,1.3,3.12,1.9
15694,44.8,10,1.35,1.3,3.4,5.58
15701,44.8,10,1.35,1.4,2.7,6.5
15721,44.8,10,1.35,1.4,3.26,2.82
15776,44.8,10,1.68,1,2.84,3.74
15785,44.8,10,1.68,1,2.98,6.5
15796,44.8,10,1.68,1,3.26,5.58
15844,44.8,10,1.68,1.2,2.7,5.58
15855,44.8,10,1.68,1.2,2.98,4.66
15879,44.8,10,1.68,1.3,2.7,4.66
15885,44.8,10,1.68,1.3,2.84,4.66
15920,44.8,10,1.68,1.4,2.84,3.74
15928,44.8,10,1.68,1.4,2.98,5.58
15930,44.8,10,1.68,1.4,3.12,1.9
15944,44.8,10,1.68,1.4,3.4,3.74
15972,44.8,10,1.68,1.5,3.26,1.9
15977,44.8,10,1.68,1.5,3.26,6.5
15998,44.8,10,2.01,1,2.98,3.74
16018,44.8,10,2.01,1,3.4,5.58
16026,44.8,10,2.01,1.1,2.84,1.9
16033,44.8,10,2.01,1.1,2.98,2.82
16104,44.8,10,2.01,1.3,2.98,1.9
16105,44.8,10,2.01,1.3,2.98,2.82
16119,44.8,10,2.01,1.3,3.26,4.66
16128,44.8,10,2.01,1.4,2.7,1.9
16131,44.8,10,2.01,1.4,2.7,4.66
16137,44.8,10,2.01,1.4,2.84,4.66
16154,44.8,10,2.01,1.4,3.26,3.74
16268,44.8,10,2.34,1.1,3.4,3.74
16276,44.8,10,2.34,1.2,2.7,5.58
16284,44.8,10,2.34,1.2,2.98,1.9
16285,44.8,10,2.34,1.2,2.98,2.82
16287,44.8,10,2.34,1.2,2.98,4.66
16302,44.8,10,2.34,1.2,3.4,1.9
16319,44.8,10,2.34,1.3,2.84,6.5
16334,44.8,10,2.34,1.3,3.26,3.74
16339,44.8,10,2.34,1.3,3.4,2.82
16353,44.8,10,2.34,1.4,2.84,4.66
16362,44.8,10,2.34,1.4,3.12,1.9
16383,44.8,10,2.34,1.5,2.7,4.66
